state code,date,visits,clinic,notes
NH,2026-05-23,3,Lakeview Clinic,telehealth ok
NH,2026-05-23,3,Riverstone Medical,telehealth ok
NH,2026-05-23,3,Downtown Clinic,telehealth ok
FL,2026-05-23,2,Lakeview Clinic,seasonal spike expected
FL,2026-05-23,3,Community Care,seasonal spike expected
FL,2026-05-23,4,Riverstone Medical,telehealth ok
MT,2026-05-23,2,Lakeview Clinic,
MT,2026-05-23,2,Riverstone Medical,telehealth ok
MT,2026-05-23,4,Northside Health,
NE,2026-05-23,4,Riverstone Medical,
NE,2026-05-23,1,Downtown Clinic,seasonal spike expected
NE,2026-05-23,4,Community Care,seasonal spike expected
CT,2026-05-23,4,Lakeview Clinic,seasonal spike expected
CT,2026-05-23,2,Downtown Clinic,telehealth ok
CT,2026-05-23,5,Northside Health,seasonal spike expected
AL,2026-05-23,4,Community Care,seasonal spike expected
AL,2026-05-23,2,Downtown Clinic,telehealth ok
AL,2026-05-23,1,Lakeview Clinic,
MD,2026-05-23,2,Community Care,telehealth ok
MD,2026-05-23,3,Downtown Clinic,seasonal spike expected
MD,2026-05-23,2,Northside Health,seasonal spike expected
ID,2026-05-23,4,Riverstone Medical,seasonal spike expected
ID,2026-05-23,1,Downtown Clinic,telehealth ok
ID,2026-05-23,1,Northside Health,seasonal spike expected
ND,2026-05-23,5,Community Care,
ND,2026-05-23,5,Northside Health,telehealth ok
ND,2026-05-23,5,Riverstone Medical,telehealth ok
KS,2026-05-23,2,Riverstone Medical,
KS,2026-05-23,1,Community Care,seasonal spike expected
KS,2026-05-23,2,Downtown Clinic,
VT,2026-05-23,1,Community Care,seasonal spike expected
VT,2026-05-23,3,Downtown Clinic,telehealth ok
VT,2026-05-23,2,Lakeview Clinic,seasonal spike expected
MI,2026-05-23,3,Northside Health,seasonal spike expected
MI,2026-05-23,4,Community Care,
MI,2026-05-23,3,Lakeview Clinic,seasonal spike expected
NY,2026-05-23,2,Riverstone Medical,
NY,2026-05-23,3,Lakeview Clinic,seasonal spike expected
NY,2026-05-23,5,Community Care,
UT,2026-05-23,1,Riverstone Medical,seasonal spike expected
UT,2026-05-23,4,Northside Health,seasonal spike expected
UT,2026-05-23,4,Lakeview Clinic,seasonal spike expected
TX,2026-05-23,5,Lakeview Clinic,telehealth ok
TX,2026-05-23,5,Downtown Clinic,seasonal spike expected
TX,2026-05-23,6,Community Care,
LA,2026-05-23,2,Northside Health,
LA,2026-05-23,2,Downtown Clinic,telehealth ok
LA,2026-05-23,1,Riverstone Medical,
WV,2026-05-23,4,Riverstone Medical,seasonal spike expected
WV,2026-05-23,4,Downtown Clinic,
WV,2026-05-23,5,Lakeview Clinic,seasonal spike expected
NJ,2026-05-23,3,Community Care,telehealth ok
NJ,2026-05-23,1,Downtown Clinic,
NJ,2026-05-23,4,Riverstone Medical,telehealth ok
NM,2026-05-23,5,Northside Health,seasonal spike expected
NM,2026-05-23,3,Downtown Clinic,
NM,2026-05-23,3,Community Care,
MN,2026-05-23,1,Downtown Clinic,seasonal spike expected
MN,2026-05-23,1,Community Care,
MN,2026-05-23,5,Lakeview Clinic,telehealth ok
MS,2026-05-23,5,Downtown Clinic,seasonal spike expected
MS,2026-05-23,3,Lakeview Clinic,
MS,2026-05-23,2,Riverstone Medical,
VA,2026-05-23,1,Community Care,telehealth ok
VA,2026-05-23,2,Riverstone Medical,telehealth ok
VA,2026-05-23,3,Downtown Clinic,seasonal spike expected
AR,2026-05-23,2,Lakeview Clinic,seasonal spike expected
AR,2026-05-23,3,Northside Health,seasonal spike expected
AR,2026-05-23,3,Downtown Clinic,telehealth ok
WY,2026-05-24,4,Riverstone Medical,
WY,2026-05-24,3,Downtown Clinic,
WY,2026-05-24,4,Northside Health,
OR,2026-05-24,1,Downtown Clinic,
OR,2026-05-24,5,Northside Health,
OR,2026-05-24,1,Lakeview Clinic,
CA,2026-05-24,3,Lakeview Clinic,seasonal spike expected
CA,2026-05-24,2,Downtown Clinic,seasonal spike expected
CA,2026-05-24,2,Northside Health,seasonal spike expected
GA,2026-05-24,1,Community Care,seasonal spike expected
GA,2026-05-24,4,Riverstone Medical,seasonal spike expected
GA,2026-05-24,4,Downtown Clinic,
AK,2026-05-24,1,Lakeview Clinic,telehealth ok
AK,2026-05-24,4,Downtown Clinic,telehealth ok
AK,2026-05-24,5,Community Care,seasonal spike expected
HI,2026-05-24,2,Downtown Clinic,
HI,2026-05-24,2,Lakeview Clinic,telehealth ok
HI,2026-05-24,4,Riverstone Medical,seasonal spike expected
PA,2026-05-24,3,Lakeview Clinic,telehealth ok
PA,2026-05-24,3,Downtown Clinic,telehealth ok
PA,2026-05-24,3,Community Care,seasonal spike expected
AZ,2026-05-24,4,Community Care,seasonal spike expected
AZ,2026-05-24,3,Northside Health,telehealth ok
AZ,2026-05-24,2,Riverstone Medical,
RI,2026-05-24,4,Riverstone Medical,
RI,2026-05-24,1,Northside Health,telehealth ok
RI,2026-05-24,1,Lakeview Clinic,
NC,2026-05-24,3,Community Care,
NC,2026-05-24,2,Lakeview Clinic,seasonal spike expected
NC,2026-05-24,2,Riverstone Medical,telehealth ok
TN,2026-05-24,4,Lakeview Clinic,telehealth ok
TN,2026-05-24,1,Community Care,telehealth ok
TN,2026-05-24,2,Downtown Clinic,telehealth ok
IL,2026-05-24,2,Lakeview Clinic,
IL,2026-05-24,3,Downtown Clinic,seasonal spike expected
IL,2026-05-24,4,Riverstone Medical,telehealth ok
NH,2026-05-24,1,Lakeview Clinic,
NH,2026-05-24,4,Riverstone Medical,seasonal spike expected
NH,2026-05-24,4,Northside Health,
FL,2026-05-24,5,Riverstone Medical,
FL,2026-05-24,2,Downtown Clinic,seasonal spike expected
FL,2026-05-24,6,Lakeview Clinic,
MT,2026-05-24,3,Riverstone Medical,
MT,2026-05-24,1,Downtown Clinic,telehealth ok
MT,2026-05-24,3,Lakeview Clinic,
NE,2026-05-24,3,Riverstone Medical,seasonal spike expected
NE,2026-05-24,4,Northside Health,seasonal spike expected
NE,2026-05-24,4,Community Care,telehealth ok
CT,2026-05-24,2,Riverstone Medical,
CT,2026-05-24,1,Downtown Clinic,seasonal spike expected
CT,2026-05-24,2,Northside Health,seasonal spike expected
AL,2026-05-24,1,Northside Health,
AL,2026-05-24,4,Riverstone Medical,seasonal spike expected
AL,2026-05-24,5,Community Care,
MD,2026-05-24,1,Community Care,telehealth ok
MD,2026-05-24,2,Lakeview Clinic,
MD,2026-05-24,5,Downtown Clinic,seasonal spike expected
ID,2026-05-24,5,Community Care,telehealth ok
ID,2026-05-24,1,Downtown Clinic,
ID,2026-05-24,4,Lakeview Clinic,telehealth ok
ND,2026-05-24,4,Riverstone Medical,
ND,2026-05-24,1,Northside Health,
ND,2026-05-24,4,Downtown Clinic,telehealth ok
KS,2026-05-24,2,Northside Health,telehealth ok
KS,2026-05-24,3,Downtown Clinic,
KS,2026-05-24,5,Community Care,
VT,2026-05-24,5,Community Care,
VT,2026-05-24,2,Downtown Clinic,seasonal spike expected
VT,2026-05-24,2,Northside Health,seasonal spike expected
MI,2026-05-24,4,Riverstone Medical,telehealth ok
MI,2026-05-24,2,Northside Health,telehealth ok
MI,2026-05-24,1,Downtown Clinic,
NY,2026-05-24,2,Lakeview Clinic,seasonal spike expected
NY,2026-05-24,2,Northside Health,telehealth ok
NY,2026-05-24,4,Downtown Clinic,seasonal spike expected
UT,2026-05-24,4,Community Care,seasonal spike expected
UT,2026-05-24,2,Northside Health,seasonal spike expected
UT,2026-05-24,2,Downtown Clinic,telehealth ok
TX,2026-05-24,5,Community Care,
TX,2026-05-24,5,Downtown Clinic,telehealth ok
TX,2026-05-24,6,Northside Health,seasonal spike expected
LA,2026-05-24,5,Lakeview Clinic,telehealth ok
LA,2026-05-24,4,Community Care,
LA,2026-05-24,3,Downtown Clinic,seasonal spike expected
WV,2026-05-24,5,Community Care,seasonal spike expected
WV,2026-05-24,3,Lakeview Clinic,telehealth ok
WV,2026-05-24,1,Northside Health,
NJ,2026-05-24,2,Community Care,telehealth ok
NJ,2026-05-24,3,Riverstone Medical,seasonal spike expected
NJ,2026-05-24,2,Northside Health,seasonal spike expected
NM,2026-05-24,5,Lakeview Clinic,seasonal spike expected
NM,2026-05-24,5,Downtown Clinic,telehealth ok
NM,2026-05-24,1,Community Care,
MN,2026-05-24,4,Community Care,
MN,2026-05-24,4,Northside Health,seasonal spike expected
MN,2026-05-24,1,Downtown Clinic,seasonal spike expected
MS,2026-05-24,3,Lakeview Clinic,
MS,2026-05-24,4,Downtown Clinic,
MS,2026-05-24,5,Riverstone Medical,
VA,2026-05-24,3,Northside Health,seasonal spike expected
VA,2026-05-24,5,Community Care,
VA,2026-05-24,1,Riverstone Medical,
AR,2026-05-24,4,Riverstone Medical,telehealth ok
AR,2026-05-24,2,Downtown Clinic,telehealth ok
AR,2026-05-24,3,Lakeview Clinic,seasonal spike expected
WY,2026-05-25,3,Northside Health,telehealth ok
WY,2026-05-25,4,Lakeview Clinic,seasonal spike expected
WY,2026-05-25,6,Riverstone Medical,telehealth ok
OR,2026-05-25,4,Downtown Clinic,seasonal spike expected
OR,2026-05-25,2,Riverstone Medical,
OR,2026-05-25,3,Lakeview Clinic,telehealth ok
CA,2026-05-25,4,Northside Health,telehealth ok
CA,2026-05-25,4,Community Care,telehealth ok
CA,2026-05-25,7,Riverstone Medical,seasonal spike expected
GA,2026-05-25,3,Riverstone Medical,
GA,2026-05-25,5,Northside Health,seasonal spike expected
GA,2026-05-25,3,Lakeview Clinic,seasonal spike expected
AK,2026-05-25,3,Riverstone Medical,
AK,2026-05-25,3,Downtown Clinic,telehealth ok
AK,2026-05-25,4,Community Care,seasonal spike expected
HI,2026-05-25,2,Downtown Clinic,telehealth ok
HI,2026-05-25,3,Riverstone Medical,
HI,2026-05-25,2,Community Care,telehealth ok
PA,2026-05-25,5,Riverstone Medical,seasonal spike expected
PA,2026-05-25,4,Northside Health,telehealth ok
PA,2026-05-25,2,Downtown Clinic,
AZ,2026-05-25,2,Lakeview Clinic,
AZ,2026-05-25,3,Riverstone Medical,seasonal spike expected
AZ,2026-05-25,4,Community Care,
RI,2026-05-25,3,Downtown Clinic,telehealth ok
RI,2026-05-25,6,Community Care,
RI,2026-05-25,5,Riverstone Medical,seasonal spike expected
NC,2026-05-25,2,Downtown Clinic,seasonal spike expected
NC,2026-05-25,4,Lakeview Clinic,telehealth ok
NC,2026-05-25,2,Community Care,seasonal spike expected
TN,2026-05-25,5,Riverstone Medical,seasonal spike expected
TN,2026-05-25,4,Lakeview Clinic,
TN,2026-05-25,2,Downtown Clinic,
IL,2026-05-25,6,Northside Health,seasonal spike expected
IL,2026-05-25,4,Community Care,seasonal spike expected
IL,2026-05-25,6,Lakeview Clinic,
NH,2026-05-25,3,Northside Health,seasonal spike expected
NH,2026-05-25,2,Community Care,telehealth ok
NH,2026-05-25,4,Downtown Clinic,
FL,2026-05-25,6,Downtown Clinic,telehealth ok
FL,2026-05-25,7,Northside Health,
FL,2026-05-25,7,Community Care,telehealth ok
MT,2026-05-25,5,Community Care,telehealth ok
MT,2026-05-25,5,Riverstone Medical,seasonal spike expected
MT,2026-05-25,4,Downtown Clinic,telehealth ok
NE,2026-05-25,5,Riverstone Medical,
NE,2026-05-25,2,Downtown Clinic,seasonal spike expected
NE,2026-05-25,3,Northside Health,telehealth ok
CT,2026-05-25,3,Lakeview Clinic,seasonal spike expected
CT,2026-05-25,4,Community Care,telehealth ok
CT,2026-05-25,2,Downtown Clinic,seasonal spike expected
AL,2026-05-25,4,Riverstone Medical,seasonal spike expected
AL,2026-05-25,3,Downtown Clinic,telehealth ok
AL,2026-05-25,3,Community Care,telehealth ok
MD,2026-05-25,2,Lakeview Clinic,seasonal spike expected
MD,2026-05-25,2,Downtown Clinic,telehealth ok
MD,2026-05-25,5,Northside Health,
ID,2026-05-25,3,Community Care,
ID,2026-05-25,5,Riverstone Medical,
ID,2026-05-25,2,Lakeview Clinic,telehealth ok
ND,2026-05-25,6,Downtown Clinic,telehealth ok
ND,2026-05-25,6,Community Care,
ND,2026-05-25,4,Riverstone Medical,telehealth ok
KS,2026-05-25,3,Community Care,telehealth ok
KS,2026-05-25,4,Downtown Clinic,seasonal spike expected
KS,2026-05-25,5,Riverstone Medical,telehealth ok
VT,2026-05-25,5,Northside Health,seasonal spike expected
VT,2026-05-25,5,Community Care,seasonal spike expected
VT,2026-05-25,5,Riverstone Medical,seasonal spike expected
MI,2026-05-25,3,Community Care,telehealth ok
MI,2026-05-25,3,Lakeview Clinic,
MI,2026-05-25,2,Riverstone Medical,seasonal spike expected
NY,2026-05-25,7,Riverstone Medical,telehealth ok
NY,2026-05-25,4,Downtown Clinic,
NY,2026-05-25,7,Lakeview Clinic,telehealth ok
UT,2026-05-25,2,Riverstone Medical,seasonal spike expected
UT,2026-05-25,4,Downtown Clinic,telehealth ok
UT,2026-05-25,4,Lakeview Clinic,seasonal spike expected
TX,2026-05-25,3,Lakeview Clinic,telehealth ok
TX,2026-05-25,7,Downtown Clinic,telehealth ok
TX,2026-05-25,4,Northside Health,seasonal spike expected
LA,2026-05-25,4,Northside Health,telehealth ok
LA,2026-05-25,4,Downtown Clinic,telehealth ok
LA,2026-05-25,6,Lakeview Clinic,telehealth ok
WV,2026-05-25,2,Downtown Clinic,
WV,2026-05-25,3,Community Care,seasonal spike expected
WV,2026-05-25,4,Northside Health,seasonal spike expected
NJ,2026-05-25,5,Northside Health,seasonal spike expected
NJ,2026-05-25,4,Community Care,telehealth ok
NJ,2026-05-25,2,Lakeview Clinic,telehealth ok
NM,2026-05-25,5,Community Care,
NM,2026-05-25,3,Lakeview Clinic,seasonal spike expected
NM,2026-05-25,6,Downtown Clinic,
MN,2026-05-25,5,Lakeview Clinic,
MN,2026-05-25,3,Community Care,seasonal spike expected
MN,2026-05-25,4,Downtown Clinic,seasonal spike expected
MS,2026-05-25,2,Lakeview Clinic,seasonal spike expected
MS,2026-05-25,5,Riverstone Medical,telehealth ok
MS,2026-05-25,3,Community Care,
VA,2026-05-25,3,Community Care,
VA,2026-05-25,5,Lakeview Clinic,seasonal spike expected
VA,2026-05-25,3,Downtown Clinic,telehealth ok
AR,2026-05-25,6,Riverstone Medical,
AR,2026-05-25,4,Northside Health,telehealth ok
AR,2026-05-25,3,Community Care,seasonal spike expected
WY,2026-05-26,6,Northside Health,
WY,2026-05-26,4,Downtown Clinic,seasonal spike expected
WY,2026-05-26,3,Community Care,
OR,2026-05-26,6,Downtown Clinic,telehealth ok
OR,2026-05-26,5,Community Care,seasonal spike expected
OR,2026-05-26,3,Lakeview Clinic,
CA,2026-05-26,7,Downtown Clinic,
CA,2026-05-26,6,Community Care,telehealth ok
CA,2026-05-26,7,Northside Health,telehealth ok
GA,2026-05-26,4,Northside Health,telehealth ok
GA,2026-05-26,4,Lakeview Clinic,seasonal spike expected
GA,2026-05-26,6,Community Care,
AK,2026-05-26,5,Community Care,seasonal spike expected
AK,2026-05-26,5,Lakeview Clinic,seasonal spike expected
AK,2026-05-26,2,Northside Health,
HI,2026-05-26,6,Riverstone Medical,
HI,2026-05-26,4,Community Care,telehealth ok
HI,2026-05-26,4,Downtown Clinic,telehealth ok
PA,2026-05-26,5,Lakeview Clinic,
PA,2026-05-26,5,Riverstone Medical,seasonal spike expected
PA,2026-05-26,3,Community Care,
AZ,2026-05-26,5,Riverstone Medical,seasonal spike expected
AZ,2026-05-26,3,Northside Health,telehealth ok
AZ,2026-05-26,3,Lakeview Clinic,seasonal spike expected
RI,2026-05-26,3,Northside Health,
RI,2026-05-26,6,Community Care,telehealth ok
RI,2026-05-26,3,Riverstone Medical,
NC,2026-05-26,4,Downtown Clinic,seasonal spike expected
NC,2026-05-26,5,Northside Health,seasonal spike expected
NC,2026-05-26,4,Community Care,
TN,2026-05-26,5,Northside Health,telehealth ok
TN,2026-05-26,6,Downtown Clinic,
TN,2026-05-26,4,Lakeview Clinic,telehealth ok
IL,2026-05-26,4,Riverstone Medical,
IL,2026-05-26,2,Northside Health,
IL,2026-05-26,4,Community Care,
NH,2026-05-26,6,Community Care,telehealth ok
NH,2026-05-26,4,Northside Health,
NH,2026-05-26,5,Downtown Clinic,seasonal spike expected
FL,2026-05-26,5,Riverstone Medical,
FL,2026-05-26,6,Northside Health,seasonal spike expected
FL,2026-05-26,4,Lakeview Clinic,seasonal spike expected
MT,2026-05-26,5,Riverstone Medical,seasonal spike expected
MT,2026-05-26,4,Community Care,seasonal spike expected
MT,2026-05-26,2,Downtown Clinic,
NE,2026-05-26,5,Downtown Clinic,
NE,2026-05-26,4,Northside Health,
NE,2026-05-26,6,Community Care,telehealth ok
CT,2026-05-26,2,Community Care,seasonal spike expected
CT,2026-05-26,6,Riverstone Medical,seasonal spike expected
CT,2026-05-26,6,Northside Health,seasonal spike expected
AL,2026-05-26,3,Downtown Clinic,
AL,2026-05-26,2,Northside Health,seasonal spike expected
AL,2026-05-26,5,Riverstone Medical,telehealth ok
MD,2026-05-26,6,Downtown Clinic,seasonal spike expected
MD,2026-05-26,4,Community Care,seasonal spike expected
MD,2026-05-26,4,Northside Health,telehealth ok
ID,2026-05-26,3,Northside Health,
ID,2026-05-26,6,Lakeview Clinic,seasonal spike expected
ID,2026-05-26,3,Riverstone Medical,
ND,2026-05-26,4,Northside Health,seasonal spike expected
ND,2026-05-26,3,Community Care,telehealth ok
ND,2026-05-26,2,Riverstone Medical,seasonal spike expected
KS,2026-05-26,6,Community Care,telehealth ok
KS,2026-05-26,2,Lakeview Clinic,seasonal spike expected
KS,2026-05-26,4,Northside Health,telehealth ok
VT,2026-05-26,4,Riverstone Medical,telehealth ok
VT,2026-05-26,2,Downtown Clinic,telehealth ok
VT,2026-05-26,2,Community Care,
MI,2026-05-26,4,Downtown Clinic,seasonal spike expected
MI,2026-05-26,4,Northside Health,seasonal spike expected
MI,2026-05-26,3,Riverstone Medical,seasonal spike expected
NY,2026-05-26,6,Lakeview Clinic,seasonal spike expected
NY,2026-05-26,4,Community Care,seasonal spike expected
NY,2026-05-26,6,Riverstone Medical,
UT,2026-05-26,5,Downtown Clinic,telehealth ok
UT,2026-05-26,4,Community Care,
UT,2026-05-26,4,Riverstone Medical,telehealth ok
TX,2026-05-26,7,Community Care,seasonal spike expected
TX,2026-05-26,4,Riverstone Medical,telehealth ok
TX,2026-05-26,7,Northside Health,telehealth ok
LA,2026-05-26,5,Lakeview Clinic,seasonal spike expected
LA,2026-05-26,5,Downtown Clinic,
LA,2026-05-26,2,Northside Health,seasonal spike expected
WV,2026-05-26,6,Community Care,telehealth ok
WV,2026-05-26,6,Downtown Clinic,seasonal spike expected
WV,2026-05-26,4,Riverstone Medical,
NJ,2026-05-26,2,Riverstone Medical,
NJ,2026-05-26,4,Downtown Clinic,seasonal spike expected
NJ,2026-05-26,4,Community Care,seasonal spike expected
NM,2026-05-26,4,Northside Health,
NM,2026-05-26,3,Downtown Clinic,seasonal spike expected
NM,2026-05-26,2,Lakeview Clinic,seasonal spike expected
MN,2026-05-26,2,Community Care,telehealth ok
MN,2026-05-26,4,Northside Health,
MN,2026-05-26,5,Riverstone Medical,telehealth ok
MS,2026-05-26,5,Downtown Clinic,seasonal spike expected
MS,2026-05-26,3,Community Care,telehealth ok
MS,2026-05-26,2,Lakeview Clinic,
VA,2026-05-26,3,Community Care,
VA,2026-05-26,4,Northside Health,seasonal spike expected
VA,2026-05-26,6,Lakeview Clinic,seasonal spike expected
AR,2026-05-26,4,Riverstone Medical,telehealth ok
AR,2026-05-26,5,Lakeview Clinic,
AR,2026-05-26,6,Northside Health,telehealth ok
WY,2026-05-27,2,Community Care,seasonal spike expected
WY,2026-05-27,6,Riverstone Medical,
WY,2026-05-27,4,Downtown Clinic,
OR,2026-05-27,3,Community Care,seasonal spike expected
OR,2026-05-27,3,Riverstone Medical,seasonal spike expected
OR,2026-05-27,3,Downtown Clinic,telehealth ok
CA,2026-05-27,3,Downtown Clinic,
CA,2026-05-27,5,Riverstone Medical,seasonal spike expected
CA,2026-05-27,5,Community Care,
GA,2026-05-27,2,Downtown Clinic,
GA,2026-05-27,2,Community Care,seasonal spike expected
GA,2026-05-27,4,Lakeview Clinic,seasonal spike expected
AK,2026-05-27,2,Community Care,seasonal spike expected
AK,2026-05-27,3,Lakeview Clinic,
AK,2026-05-27,6,Riverstone Medical,
HI,2026-05-27,5,Downtown Clinic,
HI,2026-05-27,4,Lakeview Clinic,
HI,2026-05-27,5,Riverstone Medical,
PA,2026-05-27,2,Lakeview Clinic,
PA,2026-05-27,2,Community Care,seasonal spike expected
PA,2026-05-27,5,Riverstone Medical,seasonal spike expected
AZ,2026-05-27,6,Riverstone Medical,seasonal spike expected
AZ,2026-05-27,4,Northside Health,
AZ,2026-05-27,3,Lakeview Clinic,
RI,2026-05-27,5,Lakeview Clinic,telehealth ok
RI,2026-05-27,2,Downtown Clinic,seasonal spike expected
RI,2026-05-27,3,Community Care,
NC,2026-05-27,6,Community Care,seasonal spike expected
NC,2026-05-27,3,Northside Health,
NC,2026-05-27,3,Riverstone Medical,seasonal spike expected
TN,2026-05-27,4,Community Care,telehealth ok
TN,2026-05-27,5,Northside Health,seasonal spike expected
TN,2026-05-27,2,Lakeview Clinic,seasonal spike expected
IL,2026-05-27,4,Downtown Clinic,
IL,2026-05-27,3,Northside Health,seasonal spike expected
IL,2026-05-27,4,Community Care,seasonal spike expected
NH,2026-05-27,2,Lakeview Clinic,
NH,2026-05-27,3,Riverstone Medical,
NH,2026-05-27,4,Community Care,seasonal spike expected
FL,2026-05-27,5,Community Care,
FL,2026-05-27,6,Northside Health,seasonal spike expected
FL,2026-05-27,6,Riverstone Medical,
MT,2026-05-27,6,Community Care,telehealth ok
MT,2026-05-27,4,Riverstone Medical,
MT,2026-05-27,6,Lakeview Clinic,seasonal spike expected
NE,2026-05-27,4,Lakeview Clinic,seasonal spike expected
NE,2026-05-27,3,Northside Health,
NE,2026-05-27,2,Downtown Clinic,seasonal spike expected
CT,2026-05-27,6,Northside Health,telehealth ok
CT,2026-05-27,2,Riverstone Medical,
CT,2026-05-27,4,Downtown Clinic,telehealth ok
AL,2026-05-27,2,Community Care,telehealth ok
AL,2026-05-27,6,Lakeview Clinic,telehealth ok
AL,2026-05-27,2,Northside Health,seasonal spike expected
MD,2026-05-27,2,Downtown Clinic,telehealth ok
MD,2026-05-27,6,Lakeview Clinic,seasonal spike expected
MD,2026-05-27,2,Northside Health,seasonal spike expected
ID,2026-05-27,2,Lakeview Clinic,
ID,2026-05-27,4,Downtown Clinic,
ID,2026-05-27,4,Northside Health,
ND,2026-05-27,5,Riverstone Medical,
ND,2026-05-27,4,Lakeview Clinic,seasonal spike expected
ND,2026-05-27,6,Community Care,telehealth ok
KS,2026-05-27,4,Lakeview Clinic,telehealth ok
KS,2026-05-27,4,Northside Health,seasonal spike expected
KS,2026-05-27,3,Riverstone Medical,seasonal spike expected
VT,2026-05-27,4,Lakeview Clinic,
VT,2026-05-27,4,Community Care,telehealth ok
VT,2026-05-27,2,Riverstone Medical,telehealth ok
MI,2026-05-27,4,Northside Health,telehealth ok
MI,2026-05-27,3,Riverstone Medical,seasonal spike expected
MI,2026-05-27,2,Downtown Clinic,
NY,2026-05-27,7,Lakeview Clinic,
NY,2026-05-27,3,Downtown Clinic,seasonal spike expected
NY,2026-05-27,6,Riverstone Medical,seasonal spike expected
UT,2026-05-27,6,Downtown Clinic,seasonal spike expected
UT,2026-05-27,4,Community Care,
UT,2026-05-27,2,Northside Health,telehealth ok
TX,2026-05-27,4,Community Care,
TX,2026-05-27,5,Northside Health,telehealth ok
TX,2026-05-27,6,Lakeview Clinic,
LA,2026-05-27,2,Riverstone Medical,seasonal spike expected
LA,2026-05-27,5,Lakeview Clinic,telehealth ok
LA,2026-05-27,4,Downtown Clinic,
WV,2026-05-27,2,Northside Health,seasonal spike expected
WV,2026-05-27,4,Riverstone Medical,
WV,2026-05-27,6,Downtown Clinic,
NJ,2026-05-27,5,Lakeview Clinic,
NJ,2026-05-27,5,Northside Health,telehealth ok
NJ,2026-05-27,6,Downtown Clinic,telehealth ok
NM,2026-05-27,5,Downtown Clinic,seasonal spike expected
NM,2026-05-27,5,Northside Health,
NM,2026-05-27,2,Lakeview Clinic,
MN,2026-05-27,4,Lakeview Clinic,telehealth ok
MN,2026-05-27,2,Northside Health,
MN,2026-05-27,6,Downtown Clinic,seasonal spike expected
MS,2026-05-27,3,Downtown Clinic,seasonal spike expected
MS,2026-05-27,3,Lakeview Clinic,seasonal spike expected
MS,2026-05-27,2,Northside Health,telehealth ok
VA,2026-05-27,3,Downtown Clinic,
VA,2026-05-27,3,Northside Health,telehealth ok
VA,2026-05-27,6,Lakeview Clinic,seasonal spike expected
AR,2026-05-27,2,Lakeview Clinic,seasonal spike expected
AR,2026-05-27,3,Community Care,
AR,2026-05-27,3,Northside Health,telehealth ok
WY,2026-05-28,5,Riverstone Medical,
WY,2026-05-28,8,Northside Health,telehealth ok
WY,2026-05-28,8,Lakeview Clinic,
OR,2026-05-28,8,Riverstone Medical,seasonal spike expected
OR,2026-05-28,4,Lakeview Clinic,
OR,2026-05-28,6,Downtown Clinic,seasonal spike expected
CA,2026-05-28,5,Community Care,
CA,2026-05-28,5,Riverstone Medical,seasonal spike expected
CA,2026-05-28,6,Downtown Clinic,seasonal spike expected
GA,2026-05-28,4,Lakeview Clinic,telehealth ok
GA,2026-05-28,5,Riverstone Medical,
GA,2026-05-28,6,Downtown Clinic,
AK,2026-05-28,4,Riverstone Medical,telehealth ok
AK,2026-05-28,6,Downtown Clinic,seasonal spike expected
AK,2026-05-28,5,Lakeview Clinic,telehealth ok
HI,2026-05-28,5,Downtown Clinic,telehealth ok
HI,2026-05-28,6,Northside Health,telehealth ok
HI,2026-05-28,4,Riverstone Medical,telehealth ok
PA,2026-05-28,8,Lakeview Clinic,
PA,2026-05-28,5,Downtown Clinic,seasonal spike expected
PA,2026-05-28,5,Northside Health,
AZ,2026-05-28,7,Downtown Clinic,seasonal spike expected
AZ,2026-05-28,8,Lakeview Clinic,telehealth ok
AZ,2026-05-28,5,Community Care,
RI,2026-05-28,4,Riverstone Medical,seasonal spike expected
RI,2026-05-28,4,Downtown Clinic,
RI,2026-05-28,4,Northside Health,seasonal spike expected
NC,2026-05-28,8,Community Care,seasonal spike expected
NC,2026-05-28,4,Northside Health,
NC,2026-05-28,8,Lakeview Clinic,telehealth ok
TN,2026-05-28,6,Downtown Clinic,
TN,2026-05-28,8,Community Care,
TN,2026-05-28,5,Lakeview Clinic,
IL,2026-05-28,7,Northside Health,seasonal spike expected
IL,2026-05-28,7,Riverstone Medical,seasonal spike expected
IL,2026-05-28,8,Downtown Clinic,
NH,2026-05-28,7,Riverstone Medical,telehealth ok
NH,2026-05-28,5,Community Care,telehealth ok
NH,2026-05-28,8,Northside Health,telehealth ok
FL,2026-05-28,6,Lakeview Clinic,telehealth ok
FL,2026-05-28,8,Downtown Clinic,seasonal spike expected
FL,2026-05-28,7,Northside Health,seasonal spike expected
MT,2026-05-28,8,Lakeview Clinic,seasonal spike expected
MT,2026-05-28,8,Community Care,
MT,2026-05-28,5,Downtown Clinic,telehealth ok
NE,2026-05-28,8,Downtown Clinic,telehealth ok
NE,2026-05-28,8,Community Care,
NE,2026-05-28,4,Riverstone Medical,
CT,2026-05-28,5,Lakeview Clinic,seasonal spike expected
CT,2026-05-28,5,Downtown Clinic,seasonal spike expected
CT,2026-05-28,8,Community Care,
AL,2026-05-28,5,Community Care,
AL,2026-05-28,7,Lakeview Clinic,seasonal spike expected
AL,2026-05-28,7,Northside Health,telehealth ok
MD,2026-05-28,7,Lakeview Clinic,telehealth ok
MD,2026-05-28,8,Community Care,
MD,2026-05-28,5,Northside Health,
ID,2026-05-28,7,Downtown Clinic,
